Date,Price
2022-04-13,2391.8834007584933
2022-04-14,2344.1119813055607
2022-04-15,2235.18760533192
2022-04-16,2383.8485581839163
2022-04-17,2429.538773340201
2022-04-18,2408.396642246312
2022-04-19,2345.3719190172546
2022-04-20,2380.649939896761
2022-04-21,2284.8510660540524
2022-04-22,2281.3419528761347
2022-04-23,2439.1427835023724
2022-04-24,2315.906780485179
2022-04-25,2403.8004575425343
2022-04-26,2391.2555283052184
2022-04-27,2276.3381320366557
2022-04-28,2366.466966146018
2022-04-29,2320.6184519562103
2022-04-30,2356.1058025864536
2022-05-01,2269.461147061951
2022-05-02,2285.512913372255
2022-05-03,2418.7626705123
2022-05-04,2283.4723578942708
2022-05-05,2299.706979168369
2022-05-06,2230.844151550192
2022-05-07,2354.9081209016877
2022-05-08,2265.4667627450494
2022-05-09,2296.5489289917223
2022-05-10,2327.7369605052604
2022-05-11,2294.243795691808
2022-05-12,2310.6939747700294
2022-05-13,2360.2039600818184
2022-05-14,2370.6324815167263
2022-05-15,2310.288100323922
2022-05-16,2287.243908067232
2022-05-17,2238.8654835381067
2022-05-18,2269.0939212285202
2022-05-19,2274.424038584804
2022-05-20,2250.7108429200143
2022-05-21,2162.282079451762
2022-05-22,2261.601286093191
2022-05-23,2266.241530753786
2022-05-24,2225.9874545198318
2022-05-25,2299.099465371705
2022-05-26,2371.05167524152
2022-05-27,2229.501719241023
2022-05-28,2394.9505071779586
2022-05-29,2266.081415229929
2022-05-30,2209.220374837632
2022-05-31,2305.4013149194325
2022-06-01,2147.583755853447
2022-06-02,2223.658128763869
2022-06-03,2271.7550072674526
2022-06-04,2254.4540553006027
2022-06-05,2243.6897813210176
2022-06-06,2169.8227635097323
2022-06-07,2122.168375140162
2022-06-08,2184.304456608731
2022-06-09,2165.3113179647944
2022-06-10,2207.229085751236
2022-06-11,2192.0265527486094
2022-06-12,2185.8057519697677
2022-06-13,2211.8543359332666
2022-06-14,2169.845091648735
2022-06-15,2228.9456167820877
2022-06-16,2196.2734320960762
2022-06-17,2266.520902962858
2022-06-18,2194.4748281647203
2022-06-19,2052.7416618750854
2022-06-20,2221.514391042789
2022-06-21,2089.185407766833
2022-06-22,2131.290357885145
2022-06-23,2171.5466087286845
2022-06-24,2125.117783729669
2022-06-25,2176.945548701658
2022-06-26,2115.969383989612
2022-06-27,2110.0948891276203
2022-06-28,2163.111707186042
2022-06-29,2132.7648071887215
2022-06-30,2148.3588639349
2022-07-01,2060.351598932378
2022-07-02,2059.3213162902834
2022-07-03,2030.7218564708166
2022-07-04,2073.611583713902
2022-07-05,2172.911012971176
2022-07-06,2150.912845471598
2022-07-07,2155.8210889997295
2022-07-08,2047.4084491762285
2022-07-09,1980.7198918889098
2022-07-10,2053.694537986506
2022-07-11,1912.1720256948847
2022-07-12,2023.148843241886
2022-07-13,2082.457449117804
2022-07-14,2028.9687145582534
2022-07-15,2074.558596105836
2022-07-16,2146.161776776247
2022-07-17,2044.8493785293608
2022-07-18,2045.779719630674
2022-07-19,2040.3216875035494
2022-07-20,1993.0932473681203
2022-07-21,2020.5544491670291
2022-07-22,2016.7552854359828
2022-07-23,2008.7888205070362
2022-07-24,1926.2142481493806
2022-07-25,2006.2590217436423
2022-07-26,1968.2060561915994
2022-07-27,2013.525609588734
2022-07-28,1946.3130938967795
2022-07-29,1960.434769813582
2022-07-30,2071.840717222739
2022-07-31,1980.7563136613842
2022-08-01,1961.8894310211733
2022-08-02,2060.4472667393948
2022-08-03,2032.1306586060105
2022-08-04,1891.4425663955483
2022-08-05,1991.9577430793304
2022-08-06,1951.4370097189976
2022-08-07,1980.6019293976276
2022-08-08,2014.7587850632883
2022-08-09,1984.5432859034004
2022-08-10,1981.6233826854673
2022-08-11,1966.0583849262362
2022-08-12,1897.0851838536848
2022-08-13,1944.356644498538
2022-08-14,1873.7620753048818
2022-08-15,1929.3488912942453
2022-08-16,1927.0751278413677
2022-08-17,1844.678516867657
2022-08-18,1847.0834347099972
2022-08-19,1906.9530322504702
2022-08-20,1767.4431693848999
2022-08-21,1909.7905038911672
2022-08-22,1921.317302672286
2022-08-23,1962.2024690222283
2022-08-24,1886.8619126543715
2022-08-25,1910.8133583076883
2022-08-26,1880.1102480018387
2022-08-27,1827.4101750657128
2022-08-28,1878.6105622711045
2022-08-29,1932.1488134707056
2022-08-30,1974.634626886328
2022-08-31,1838.5435199440938
2022-09-01,1897.959529612479
2022-09-02,1971.795270819693
2022-09-03,1913.3930515075785
2022-09-04,1925.4641133280631
2022-09-05,1905.1907076193409
2022-09-06,1779.8324628816993
2022-09-07,1804.4113109427035
2022-09-08,1852.5171283587356
2022-09-09,1889.6253547580718
2022-09-10,1825.16768342891
2022-09-11,1795.7315589408154
2022-09-12,1893.249983781042
2022-09-13,1846.3708892563006
2022-09-14,1876.143845446881
2022-09-15,1931.2366707198946
2022-09-16,1768.1531157374359
2022-09-17,1842.6196914977193
2022-09-18,1828.0639430344302
2022-09-19,1913.9709290388303
2022-09-20,1910.5745848634842
2022-09-21,1856.1236689729296
2022-09-22,1908.9831864365408
2022-09-23,1816.2642425246263
2022-09-24,1814.5575171075182
2022-09-25,1877.1458181148823
2022-09-26,1760.640651317212
2022-09-27,1818.069861597582
2022-09-28,1890.272849450301
2022-09-29,1770.9921117898332
2022-09-30,1857.506536264729
2022-10-01,1764.9201144294018
2022-10-02,1734.4677245887735
2022-10-03,1762.771470802934
2022-10-04,1819.0518418042843
2022-10-05,1863.6957612801493
2022-10-06,1893.4612430767893
2022-10-07,1851.8860634190928
2022-10-08,1995.0716668338137
2022-10-09,1841.6952502314102
2022-10-10,1721.2601993035341
2022-10-11,1827.719771890525
2022-10-12,1833.2458821032255
2022-10-13,1761.961853733442
2022-10-14,1811.3050349504117
2022-10-15,1885.3534885066335
2022-10-16,1780.2964487195038
2022-10-17,1826.857466794949
2022-10-18,1910.609550527584
2022-10-19,1822.1389248715568
2022-10-20,1865.9329778579115
2022-10-21,1820.8115257710242
2022-10-22,1895.387523672351
2022-10-23,1778.0873271309792
2022-10-24,1947.0609063662262
2022-10-25,1939.6201695075938
2022-10-26,1931.894218995744
2022-10-27,1874.7283429987085
2022-10-28,1872.427436763374
2022-10-29,1815.9157962534637
2022-10-30,1763.562821399809
2022-10-31,1774.7513506720186
2022-11-01,1868.698436231302
2022-11-02,1844.7194389600863
2022-11-03,1980.9892110729975
2022-11-04,1892.7152553525552
2022-11-05,1883.1980634478098
2022-11-06,1854.4971308944932
2022-11-07,1874.1994175171908
2022-11-08,1875.7612602822749
2022-11-09,1992.8690384047345
2022-11-10,1919.4812223936613
2022-11-11,1864.8353784036603
2022-11-12,1846.7180491739257
2022-11-13,1886.5267617396746
2022-11-14,1969.8585989292378
2022-11-15,1936.842780167958
2022-11-16,1997.547513926885
2022-11-17,2048.7550635470284
2022-11-18,1975.6685949933672
2022-11-19,1911.92849280938
2022-11-20,1986.3878814645636
2022-11-21,1888.9819113338078
2022-11-22,1979.1818650371501
2022-11-23,1973.0209544142363
2022-11-24,2042.0186342036661
2022-11-25,1902.6346925813727
2022-11-26,2034.565298433475
2022-11-27,2044.7385985478984
2022-11-28,2022.2887434184968
2022-11-29,2031.5723620721913
2022-11-30,1919.9689406189334
2022-12-01,2043.1466735527183
2022-12-02,2057.9158896523304
2022-12-03,2010.5532982795903
2022-12-04,1989.5952507742277
2022-12-05,2050.3357484445482
2022-12-06,2079.499751877707
2022-12-07,2079.660335285063
2022-12-08,2024.2586558101066
2022-12-09,2043.8765590922471
2022-12-10,2028.8805840187842
2022-12-11,2172.773132204732
2022-12-12,2041.500885374766
2022-12-13,2025.3554203519682
2022-12-14,2067.793730639339
2022-12-15,2154.614583060051
2022-12-16,2093.878713661331
2022-12-17,2037.8191789608204
2022-12-18,2089.7169457210875
2022-12-19,2064.261884888414
2022-12-20,2060.1999357256245
2022-12-21,2126.095813174764
2022-12-22,2124.476656491384
2022-12-23,2088.7379473038486
2022-12-24,2147.191687072354
2022-12-25,2182.218889886401
2022-12-26,2147.102031405161
2022-12-27,2103.846960822876
2022-12-28,2213.8169107324097
2022-12-29,2165.362925425637
2022-12-30,2217.252003592738
2022-12-31,2281.4337445177352
2023-01-01,2117.707122486837
2023-01-02,2187.726146287682
2023-01-03,2236.684238064652
2023-01-04,2228.372071601906
2023-01-05,2180.419727903239
2023-01-06,2179.752100175924
2023-01-07,2270.9407972013823
2023-01-08,2249.032323639889
2023-01-09,2199.100351107278
2023-01-10,2267.9991237633135
2023-01-11,2389.3299288637936
2023-01-12,2255.586093524578
2023-01-13,2190.723094219159
2023-01-14,2241.502358201835
2023-01-15,2238.636389424827
2023-01-16,2276.2432234221847
2023-01-17,2274.757899498673
2023-01-18,2187.3903621404893
2023-01-19,2295.8983256591073
2023-01-20,2232.3314648071696
2023-01-21,2238.9982268122785
2023-01-22,2230.19177253562
2023-01-23,2292.635938361354
2023-01-24,2344.3428286882054
2023-01-25,2344.1921328266108
2023-01-26,2335.294360101874
2023-01-27,2353.6942146258025
2023-01-28,2302.313281064613
2023-01-29,2305.7369044352727
2023-01-30,2313.0322928952055
2023-01-31,2394.848280899533
2023-02-01,2357.3433666146493
2023-02-02,2291.182267965092
2023-02-03,2293.8141258194346
2023-02-04,2361.448228194456
2023-02-05,2339.000711785895
2023-02-06,2362.212808666775
2023-02-07,2328.2736461446516
2023-02-08,2496.4910937971445
2023-02-09,2377.9673673553634
2023-02-10,2527.105564983956
2023-02-11,2436.5903231316734
2023-02-12,2387.7996881336653
2023-02-13,2440.1200847681866
2023-02-14,2455.2359075591644
2023-02-15,2384.1612375181307
2023-02-16,2394.9422114006093
2023-02-17,2430.377591776693
2023-02-18,2512.2635439592655
2023-02-19,2434.1649442647567
2023-02-20,2424.3040772167537
2023-02-21,2378.626132500351
2023-02-22,2425.8119278443223
2023-02-23,2433.9124765846705
2023-02-24,2513.277139386095
2023-02-25,2458.9875289675665
2023-02-26,2550.707223114468
2023-02-27,2396.6916909271877
2023-02-28,2469.3631622097537
2023-03-01,2499.381107515814
2023-03-02,2525.838657684699
2023-03-03,2518.7250297498713
2023-03-04,2531.969407270848
2023-03-05,2510.1233557144537
2023-03-06,2541.5139635922305
2023-03-07,2470.0566932880165
2023-03-08,2503.791592338322
2023-03-09,2560.1207290613306
2023-03-10,2505.1337168544187
2023-03-11,2506.165908162093
2023-03-12,2501.2639521772735
2023-03-13,2430.460308243994
2023-03-14,2440.488196822962
2023-03-15,2479.900717179584
2023-03-16,2572.228390474954
2023-03-17,2534.8698983177005
2023-03-18,2471.8471919198164
2023-03-19,2514.518783667009
2023-03-20,2504.312682095094
2023-03-21,2527.885637223897
2023-03-22,2476.870783590647
2023-03-23,2593.983565176811
2023-03-24,2590.183696505188
2023-03-25,2544.266762803412
2023-03-26,2434.147823849069
2023-03-27,2476.3962004051023
2023-03-28,2522.2648956382054
2023-03-29,2532.9244254261635
2023-03-30,2599.3325706040687
2023-03-31,2466.129722362869
2023-04-01,2534.036962242415
2023-04-02,2578.6773509418745
2023-04-03,2429.205290967539
2023-04-04,2533.899173590754
2023-04-05,2571.478456205721
2023-04-06,2524.0197370971305
2023-04-07,2565.6697747508056
2023-04-08,2449.6629701741554
2023-04-09,2518.3199164836733
2023-04-10,2556.973419820854
2023-04-11,2393.931268171195
2023-04-12,2451.605215856073
2023-04-13,2493.97809174014
2023-04-14,2534.7729293993766
2023-04-15,2447.870510553707
2023-04-16,2579.9566926733514
2023-04-17,2458.305826196577
2023-04-18,2508.5674649288358
2023-04-19,2589.265149554381
2023-04-20,2516.5301160165036
2023-04-21,2412.9961535605644
2023-04-22,2574.6842357467967
2023-04-23,2461.454254767172
2023-04-24,2530.3515675774247
2023-04-25,2541.57734576179
2023-04-26,2460.3354163987515
2023-04-27,2556.6854197349353
2023-04-28,2578.660243809051
2023-04-29,2469.5704419969306
2023-04-30,2573.345773723721
2023-05-01,2520.968195130376
2023-05-02,2488.783233742177
2023-05-03,2488.444713758938
2023-05-04,2479.026277088484
2023-05-05,2528.61066300037
2023-05-06,2440.242598499817
2023-05-07,2516.9331396969483
2023-05-08,2509.4808378735684
2023-05-09,2371.467207251063
2023-05-10,2385.568623216475
2023-05-11,2511.4503314333992
2023-05-12,2513.9244650887613
2023-05-13,2592.67200498293
2023-05-14,2570.6007315518987
2023-05-15,2334.051446734738
2023-05-16,2504.809151975434
2023-05-17,2377.095385675165
2023-05-18,2504.4715485793768
2023-05-19,2513.559787004357
2023-05-20,2479.7113066288734
2023-05-21,2492.329130419051
2023-05-22,2520.218382302307
2023-05-23,2371.936657263151
2023-05-24,2431.8521583942447
2023-05-25,2453.466224470136
2023-05-26,2499.917070596526
2023-05-27,2471.957630584244
2023-05-28,2441.5448055195393
2023-05-29,2442.1388626034527
2023-05-30,2466.7239486545946
2023-05-31,2440.030307270327
2023-06-01,2365.248855592468
2023-06-02,2500.540834809504
2023-06-03,2242.016025061993
2023-06-04,2472.286945994099
2023-06-05,2334.578741474243
2023-06-06,2447.0360727508423
2023-06-07,2416.5409776916586
2023-06-08,2344.971961637971
2023-06-09,2411.7389675635786
2023-06-10,2360.8160908187087
2023-06-11,2294.329003033826
2023-06-12,2438.1346110046466
2023-06-13,2272.4919997509132
2023-06-14,2406.224945936946
2023-06-15,2395.9183909055705
2023-06-16,2409.2217263859575
2023-06-17,2329.631197908313
2023-06-18,2302.460771998648
2023-06-19,2365.0311433390743
2023-06-20,2254.7791914231657
2023-06-21,2338.6751243934114
2023-06-22,2316.083632079851
2023-06-23,2304.6906023519723
2023-06-24,2320.3086439642925
2023-06-25,2458.9117341759115
2023-06-26,2341.9793086764257
2023-06-27,2317.7847453913596
2023-06-28,2338.1791043081535
2023-06-29,2296.7837194397307
2023-06-30,2377.346941034266
2023-07-01,2240.1708473778112
2023-07-02,2156.6957856191952
2023-07-03,2303.652723970196
2023-07-04,2268.7798723788283
2023-07-05,2234.416860046671
2023-07-06,2360.0726255643754
2023-07-07,2289.9860944520974
2023-07-08,2308.5600615341536
2023-07-09,2249.141335350079
2023-07-10,2225.666836565938
2023-07-11,2208.541656343857
2023-07-12,2265.9953173661143
2023-07-13,2201.754728202666
2023-07-14,2258.5117113003375
2023-07-15,2240.6038951333503
2023-07-16,2222.8578372337556
2023-07-17,2230.4861396272786
2023-07-18,2167.3280226751217
2023-07-19,2245.2835377843535
2023-07-20,2215.7249258291345
2023-07-21,2183.5258252776885
2023-07-22,2150.5811800256142
2023-07-23,2117.4900281177843
2023-07-24,2293.386245713725
2023-07-25,2162.91399652422
2023-07-26,2173.7258274163055
2023-07-27,2116.103249996693
2023-07-28,2275.952464771641
2023-07-29,2174.475212063356
2023-07-30,2126.595243950265
2023-07-31,2117.4333747737683
2023-08-01,2182.7506265058514
2023-08-02,2163.5731385310537
2023-08-03,2084.3665884564416
2023-08-04,2130.0967261780365
2023-08-05,2063.528025378087
2023-08-06,2022.8086347238884
2023-08-07,2122.886209717895
2023-08-08,2124.2594964107516
2023-08-09,2100.2520650242773
2023-08-10,2065.88845705538
2023-08-11,2085.0687310312946
2023-08-12,2064.981639553076
2023-08-13,2145.745497467057
2023-08-14,2108.185677344791
2023-08-15,2080.7064820911196
2023-08-16,2084.7779195952303
2023-08-17,2041.1614664409676
2023-08-18,2038.1015680787082
2023-08-19,2165.1191779522346
2023-08-20,2099.700586390961
2023-08-21,2148.52931614201
2023-08-22,1991.5718468928894
2023-08-23,2086.1546040711582
2023-08-24,2086.2371744600932
2023-08-25,2118.7772714093458
2023-08-26,2080.737273631168
2023-08-27,2027.1826657493941
2023-08-28,2092.6350058872686
2023-08-29,2033.256551729668
2023-08-30,2097.8040348740374
2023-08-31,2063.5482139233104
2023-09-01,2139.2044824002405
2023-09-02,2035.92657729073
2023-09-03,2124.427637157525
2023-09-04,1992.607159644205
2023-09-05,2052.276479833357
2023-09-06,2033.9502711413666
2023-09-07,2014.1081354394319
2023-09-08,2008.8271199828196
2023-09-09,2084.5953944814496
2023-09-10,2053.958279834713
2023-09-11,2033.083658988498
2023-09-12,1967.8890726566785
2023-09-13,2106.2401282289784
2023-09-14,2034.154870821523
2023-09-15,1995.4024926757672
2023-09-16,2120.1045339057496
2023-09-17,2029.2868952105755
2023-09-18,2062.958621348153
2023-09-19,2025.4284798990527
2023-09-20,2055.914323383412
2023-09-21,2003.3529831685084
2023-09-22,2060.967825119278
2023-09-23,2019.746358030897
2023-09-24,2059.0130573896913
2023-09-25,1891.2262404820976
2023-09-26,2056.612824203608
2023-09-27,1944.7974908327637
2023-09-28,1961.5898893147169
2023-09-29,1998.9273537884953
2023-09-30,1988.27335810931
2023-10-01,2025.3474061010052
2023-10-02,1943.488256120937
2023-10-03,1914.3179154483107
2023-10-04,2084.3112486625196
2023-10-05,2055.51885436803
2023-10-06,1999.6512671175155
2023-10-07,2079.6180133349562
2023-10-08,1977.0272035148394
2023-10-09,1981.1861838436453
2023-10-10,2013.1609281077926
2023-10-11,2005.273587236398
2023-10-12,2076.278645913723
2023-10-13,2124.6572347941583
2023-10-14,2086.933712242822
2023-10-15,1945.2271358457929
2023-10-16,2038.0589973979108
2023-10-17,2044.921622142471
2023-10-18,2024.9191958082256
2023-10-19,2006.1949078333266
2023-10-20,2011.8025968552279
2023-10-21,1983.9387955779307
2023-10-22,2082.3395249309388
2023-10-23,2092.0996231197933
2023-10-24,2025.9700977382786
2023-10-25,2043.2588051145374
2023-10-26,2052.2455851506356
2023-10-27,2029.6955618883644
2023-10-28,2093.70387865907
2023-10-29,2071.6161032422706
2023-10-30,2138.2145872262545
2023-10-31,2044.8927141217146
2023-11-01,2136.052100068545
2023-11-02,2053.83567052011
2023-11-03,1978.5510406024093
2023-11-04,2163.1426377794332
2023-11-05,2162.3715775065257
2023-11-06,2051.1865145748343
2023-11-07,2224.293563661906
2023-11-08,2074.189022697499
2023-11-09,2182.6340508528765
2023-11-10,2108.873817145961
2023-11-11,2141.8743430362542
2023-11-12,2119.6650374749524
2023-11-13,2228.691085131647
2023-11-14,2125.241428090657
2023-11-15,2186.8464379208326
2023-11-16,2166.3891720908537
2023-11-17,2185.637984315385
2023-11-18,2110.711603452041
2023-11-19,2122.9428691638095
2023-11-20,2203.8270372397474
2023-11-21,2138.714709040041
2023-11-22,2244.8410739082105
2023-11-23,2196.138238828929
2023-11-24,2157.389930552682
2023-11-25,2148.786693481589
2023-11-26,2135.8272278431605
2023-11-27,2181.76925440882
2023-11-28,2140.562083860377
2023-11-29,2197.508630553565
2023-11-30,2219.3241773131767
2023-12-01,2175.8876099993204
2023-12-02,2150.4055857080334
2023-12-03,2227.6275222733602
2023-12-04,2159.87824869249
2023-12-05,2274.4925726227093
2023-12-06,2152.9026859650344
2023-12-07,2185.1705194114465
2023-12-08,2245.1775998297235
2023-12-09,2292.29275016525
2023-12-10,2161.495638316537
2023-12-11,2221.3906105787
2023-12-12,2232.516336969591
2023-12-13,2312.5046239930625
2023-12-14,2246.6400814299413
2023-12-15,2391.8159288078214
2023-12-16,2292.210765750786
2023-12-17,2356.2987630365706
2023-12-18,2320.645644522651
2023-12-19,2293.1415370108657
2023-12-20,2346.1412329804357
2023-12-21,2230.7097713653725
2023-12-22,2320.359265129149
2023-12-23,2305.8111896283503
2023-12-24,2339.020712385438
2023-12-25,2362.0016462681533
2023-12-26,2335.793532564887
2023-12-27,2349.631280840223
2023-12-28,2354.6542091701535
2023-12-29,2337.448542792152
2023-12-30,2348.7618855177316
2023-12-31,2315.0290954686816
